place_id,name,description,is_spending_on_ads,reviews,rating,competitors,website,phone,can_claim,owner_name,owner_profile_link,featured_image,main_category,categories,workday_timing,is_temporarily_closed,closed_on,address,review_keywords,link,query
ChIJHx8ds30WrjsRJH5BpF51Snk,Ebony,Pan Indian restaurant serving dishes from all over India,,6113,4.2,"Name: Empire Restaurant
Link: https://www.google.com/maps/search/Empire+Restaurant/@12.9753943,77.60280720000002?authuser=0&hl=en&entry=ttu
Reviews: 31176 reviews

Name: The 13th Floor
Link: https://www.google.com/maps/search/The+13th+Floor/@12.9753223,77.6050521?authuser=0&hl=en&entry=ttu
Reviews: 10438 reviews

Name: Olive Beach
Link: https://www.google.com/maps/search/Olive+Beach/@12.966892,77.6080844?authuser=0&hl=en&entry=ttu
Reviews: 8205 reviews

Name: LUPA
Link: https://www.google.com/maps/search/LUPA/@12.975749,77.604619?authuser=0&hl=en&entry=ttu
Reviews: 1119 reviews

Name: Canopy Restaurant
Link: https://www.google.com/maps/search/Canopy+Restaurant/@12.9744745,77.6097489?authuser=0&hl=en&entry=ttu
Reviews: 733 reviews",http://www.ivorytowerhotel.com/ebony-restaurant/ebony-pan-indian-restaurant.html,080 4178 3344,,Ebony (Owner),https://www.google.com/maps/contrib/102530535351839657209,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrf4YJF_c5LY5MLDxb2P9_nQNVqHMuzmPRiT8L_3Zzn-orbkg6eCwerWPuiJrr0xSb8gSF27bb-MV4ZchwjBkLJW-c_iKTt_yyrrFJLC74vTRvgYx4Hu1iIwfn4LqC35lnluI8=s1024,North Indian restaurant,North Indian restaurant,12-11:30 pm,,Open All Days,"13th Floor, Tower-B, 84, Mahatma Gandhi Rd, Haridevpur, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001","buffet, floor, candle, roof, balcony, spread, terrace, sky, shawls, central business district",https://www.google.com/maps/place/Ebony/data=!4m7!3m6!1s0x3bae167db31d1f1f:0x794a755ea4417e24!8m2!3d12.9754955!4d77.6051266!16s%2Fg%2F11g68yfs34!19sChIJHx8ds30WrjsRJH5BpF51Snk?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJ9QN_MAA9rjsREliQRYvLfmE,Sky Cafe & Kitchen ( Restaurant ),"Welcome to Sky Cafe and Kitchen - where stunning views, delicious food, and a vibrant atmosphere come together for an unforgettable experience.",,219,4.9,"Name: Skyview Restaurant
Link: https://www.google.com/maps/search/Skyview+Restaurant/@12.957301699999999,77.52791979999999?authuser=0&hl=en&entry=ttu
Reviews: 618 reviews

Name: Skylark Restobar
Link: https://www.google.com/maps/search/Skylark+Restobar/@12.960206000000001,77.51258349999999?authuser=0&hl=en&entry=ttu
Reviews: 108 reviews",http://www.skyrooftop.in/,070900 99177,,Sky Cafe & Kitchen ( Restaurant ) (Owner),https://www.google.com/maps/contrib/100545823172969601914,https://lh3.googleusercontent.com/gps-cs-s/AC9h4no-bK4L5HB-R-1zfTEChhYb5Fbc2WywEg9Uebg6V3AXZnDiFcileQbQh7cN4hHaFe1Sn8fSVJZyW1p4856mSK2fpnPOKoHBnTabHCdfUKUl0jbIVQIMtVWuZbzQ1HbcabadsW3r=s1024,Restaurant,Restaurant,11 am-11 pm,,Open All Days,"Deepa Complex, 108, Muddinapalya Rd, Srigandhada Kaval, ITI Employees Layout, Naagarabhaavi, Bengaluru, Karnataka 560056","tres leches, dessert, atmosphere, party, food quality, music, paneer, hospitality, starters, quantity",https://www.google.com/maps/place/Sky+Cafe+%26+Kitchen+%28+Restaurant+%29/data=!4m7!3m6!1s0x3bae3d00307f03f5:0x617ecb8b45905812!8m2!3d12.9681586!4d77.5013195!16s%2Fg%2F11wtjfg503!19sChIJ9QN_MAA9rjsREliQRYvLfmE?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJPXUImzs9rjsRjQ75jURde18,MOGAVEERA KITCHEN,,,261,4.4,"Name: Swarna Fine Dine
Link: https://www.google.com/maps/search/Swarna+Fine+Dine/@12.966947,77.5053937?authuser=0&hl=en&entry=ttu
Reviews: 133 reviews

Name: Beijing Bites- Nagarabhavi
Link: https://www.google.com/maps/search/Beijing+Bites-+Nagarabhavi/@12.960887999999999,77.51021999999999?authuser=0&hl=en&entry=ttu
Reviews: 67 reviews

Name: Gowda's kitchen
Link: https://www.google.com/maps/search/Gowda's+kitchen/@12.9704731,77.5250739?authuser=0&hl=en&entry=ttu
Reviews: 29 reviews

Name: SEAFOOD RESTAURANT
Link: https://www.google.com/maps/search/SEAFOOD+RESTAURANT/@12.9639113,77.5111234?authuser=0&hl=en&entry=ttu
Reviews: 3 reviews",,081238 42089,,MOGAVEERA KITCHEN (Owner),https://www.google.com/maps/contrib/103981556068652117721,https://lh3.googleusercontent.com/p/AF1QipPJSMMGSFpL_M2vXKT_k4XS7G0CsuoWwXf60sxw=s1024,Chinese restaurant,Chinese restaurant,12 pm-12:30 am,,Open All Days,"Deepa Complex, 19/12, 80 Feet Main Rd, near papreddy palya, Marilingappa Extension, Naagarabhaavi, Bengaluru, Karnataka 560072","sea food, coastal, neer dosa, chicken sukka, biriyani, hotel, prawns ghee roast, thali, hygiene, tava",https://www.google.com/maps/place/MOGAVEERA+KITCHEN/data=!4m7!3m6!1s0x3bae3d3b9b08753d:0x5f7b5d448df90e8d!8m2!3d12.9667497!4d77.5048367!16s%2Fg%2F11twdjd4cs!19sChIJPXUImzs9rjsRjQ75jURde18?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJl9H1yiY_rjsRi1t11vEJptY,SPICE GARDENS your fine dine multi cuisine Restaurant,,,426,4,,http://www.cyclegap.in/,094834 76666,,SPICE GARDENS your fine dine multi cuisine Restaurant (Owner),https://www.google.com/maps/contrib/109099866843795086298,https://lh3.googleusercontent.com/p/AF1QipNrnzZ-9_JoDU5UMt7bzj2LIH-w2E1dQGKeK8ZS=s1024,Hotel,Hotel,,,Open All Days,"119/B, 80 Feet Main Rd, 14th Block, 2nd Stage, Naagarabhaavi, Bengaluru, Karnataka 560072","service, taste, party, biryani, chicken, food quality, pub, money, hygiene, starters",https://www.google.com/maps/place/SPICE+GARDENS+your+fine+dine+multi+cuisine+Restaurant/data=!4m10!3m9!1s0x3bae3f26caf5d197:0xd6a609f1d6755b8b!5m2!4m1!1i2!8m2!3d12.9602666!4d77.5055009!16s%2Fg%2F11hzddyx2y!19sChIJl9H1yiY_rjsRi1t11vEJptY?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJGdqxSgk_rjsRp6YsFemCXmY,Skyview Restaurant,04174,,176,4.2,"Name: West View Bar and Restaurant
Link: https://www.google.com/maps/search/West+View+Bar+and+Restaurant/@12.9585823,77.526758?authuser=0&hl=en&entry=ttu
Reviews: 387 reviews

Name: Al Siddiq K
Link: https://www.google.com/maps/search/Al+Siddiq+K/@12.953032499999999,77.5274974?authuser=0&hl=en&entry=ttu
Reviews: 321 reviews

Name: Sky Cafe & Kitchen ( Restaurant )
Link: https://www.google.com/maps/search/Sky+Cafe+%26+Kitchen+(+Restaurant+)/@12.968158599999999,77.5013195?authuser=0&hl=en&entry=ttu
Reviews: 228 reviews

Name: Skylark Restobar
Link: https://www.google.com/maps/search/Skylark+Restobar/@12.960206000000001,77.51258349999999?authuser=0&hl=en&entry=ttu
Reviews: 108 reviews",,098443 40487,,Skyview Restaurant (Owner),https://www.google.com/maps/contrib/109737642968112396724,https://lh3.googleusercontent.com/p/AF1QipN6OorZ0uphd8yWJLqP3_IJcCpPguOpEIDMwlmf=s1024,Restaurant,Restaurant,11 am-10:30 pm,,Open All Days,"1414, 80 Feet Rd, 2nd Phase, BDA Lay Out, Chandra Layout, Bengaluru, Karnataka 560040","roof, atmosphere, service, non veg",https://www.google.com/maps/place/Skyview+Restaurant/data=!4m7!3m6!1s0x3bae3f094ab1da19:0x665e82e9152ca6a7!8m2!3d12.9573017!4d77.5279198!16s%2Fg%2F11h_3zl1j1!19sChIJGdqxSgk_rjsRp6YsFemCXmY?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJeUTru9A9rjsR-KoSB1EQ69A,Ron Inn Multicuisine Family Restaurant,"Straightforward eatery fixing up traditional fare & Chinese dishes, plus beer & spirits.",,672,3.8,"Name: Hotel Malnad Naati Style
Link: https://www.google.com/maps/search/Hotel+Malnad+Naati+Style/@12.9603675,77.5123862?authuser=0&hl=en&entry=ttu
Reviews: 1099 reviews

Name: Coastal Chillies - Best Multicuisine Restaurant | Multi Cuisine Restaurant At Nagarabhavi, West Bengaluru
Link: https://www.google.com/maps/search/Coastal+Chillies+-+Best+Multicuisine+Restaurant+%7C+Multi+Cuisine+Restaurant+At+Nagarabhavi%2C+West+Bengaluru/@12.9599873,77.512119?authuser=0&hl=en&entry=ttu
Reviews: 353 reviews

Name: Rajanna Military Hotel nagarbhavi
Link: https://www.google.com/maps/search/Rajanna+Military+Hotel+nagarbhavi/@12.962599700000002,77.5048036?authuser=0&hl=en&entry=ttu
Reviews: 74 reviews",,098802 93536,,Ron Inn Multicuisine Family Restaurant (Owner),https://www.google.com/maps/contrib/106908767943331601961,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqla6GX8hNnyNj7SLQ4t_cOQbKyiEIWGuTWS55yVuQBRCrNQYM_wftGYJOTnxKSsyzJ5JMk1baLonZORWYbJnlxzOFt39rkOA4CHxmZfEerXOjDk49TpTbrMask9fmE8VFM3fAR=s1024,North Indian restaurant,"North Indian restaurant, Bar, Chinese restaurant, Family restaurant, Non Vegetarian Restaurant, Vegetarian restaurant",10 am-12 am,,Open All Days,"No. 236, 12th Block, 238, 3rd Cross St, beside Nammoora Thindi Hotel, opp. to SBI bank, BDA, Nagarbhavi 2nd Stage, 2nd Stage, Naagarabhaavi, Bengaluru, Karnataka 560072","price, bar, roof, beer, crowd, need, cleanliness, party",https://www.google.com/maps/place/Ron+Inn+Multicuisine+Family+Restaurant/data=!4m7!3m6!1s0x3bae3dd0bbeb4479:0xd0eb10510712aaf8!8m2!3d12.9603497!4d77.5126832!16s%2Fg%2F1tkrk7dz!19sChIJeUTru9A9rjsR-KoSB1EQ69A?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJbVUziYgXrjsRL7_G3APYR6U,The Bengaluru Brasserie,"The Bengaluru Brasserie is an all-occasion brasserie, bar and poolside restaurant that serves modern global cuisine in a relaxed setting. On the menu is a selection of authentic delicacies, together with Indian and Western small plates, comfort classics and artisanal cocktails by the poolside. Indulge in a fantastic burst of local and global flavors with a wide range of thoughtfully curated health dishes stirring up some goodness to uplift your spirit.

Get a glimpse of what paradise looks like in the heart of the city on MG Road, soak up the sun, take a dip in the pool, get lost in the decadence and enjoy picturesque views along with exceptional flavours and elixirs of life in a vibrant and tranquil setting.",,697,4.2,"Name: The 13th Floor
Link: https://www.google.com/maps/search/The+13th+Floor/@12.9753223,77.6050521?authuser=0&hl=en&entry=ttu
Reviews: 10438 reviews

Name: Ebony
Link: https://www.google.com/maps/search/Ebony/@12.9754955,77.60512659999999?authuser=0&hl=en&entry=ttu
Reviews: 6109 reviews

Name: JW Kitchen
Link: https://www.google.com/maps/search/JW+Kitchen/@12.9720666,77.5948722?authuser=0&hl=en&entry=ttu
Reviews: 3706 reviews

Name: Pinxx
Link: https://www.google.com/maps/search/Pinxx/@12.974891999999999,77.6153246?authuser=0&hl=en&entry=ttu
Reviews: 838 reviews

Name: The Corner
Link: https://www.google.com/maps/search/The+Corner/@12.973455,77.62180099999999?authuser=0&hl=en&entry=ttu
Reviews: 3 reviews",https://www.hyattrestaurants.com/en/dining/india/bangalore/multi-cuisine-restaurant-in-mg-road-the-bengaluru-brasserie?utm_source=gmblisting_blrhy&utm_medium=TheBengaluruBrasserie&utm_campaign=GMB,080 4018 7200,,The Bengaluru Brasserie (Owner),https://www.google.com/maps/contrib/100143587743616453570,https://lh3.googleusercontent.com/p/AF1QipMZfyAhmz3mTXKBDlG1uBSmqvc9DolOJtxZ2j-1=s1024,Eclectic restaurant,"Eclectic restaurant, Cocktail bar, Fine dining restaurant, Health food restaurant, Outdoor swimming pool",Open 24 hours,,Open All Days,"Hyatt Centric MG Road Bangalore, 1/1, Old Madras Rd, Halasuru, Bengaluru, Karnataka 560008","pool, buffet, spread, floor, risotto, choco taco, banana split, brassiere, tinder, corn tempura",https://www.google.com/maps/place/The+Bengaluru+Brasserie/data=!4m7!3m6!1s0x3bae17888933556d:0xa547d803dcc6bf2f!8m2!3d12.9732524!4d77.6219057!16s%2Fg%2F11ghtfcgtd!19sChIJbVUziYgXrjsRL7_G3APYR6U?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJ03xVrSoUrjsRfYzAUhym4eY,Olive Beach,"Contemporary Mediterranean bistro with beachy, white-walled decor & stylish furnishings.",,8205,4.5,"Name: The 13th Floor
Link: https://www.google.com/maps/search/The+13th+Floor/@12.9753223,77.6050521?authuser=0&hl=en&entry=ttu
Reviews: 10438 reviews

Name: Ebony
Link: https://www.google.com/maps/search/Ebony/@12.9754955,77.60512659999999?authuser=0&hl=en&entry=ttu
Reviews: 6109 reviews

Name: Toast & Tonic Restaurant
Link: https://www.google.com/maps/search/Toast+%26+Tonic+Restaurant/@12.9669028,77.6087806?authuser=0&hl=en&entry=ttu
Reviews: 5502 reviews

Name: Spice Terrace
Link: https://www.google.com/maps/search/Spice+Terrace/@12.972144199999999,77.594923?authuser=0&hl=en&entry=ttu
Reviews: 2425 reviews

Name: Salvadores Fine Dining
Link: https://www.google.com/maps/search/Salvadores+Fine+Dining/@12.9733777,77.6112218?authuser=0&hl=en&entry=ttu
Reviews: 1249 reviews",https://olivebarandkitchen.com/olivebeach.php,086554 79735,,Olive Beach (Owner),https://www.google.com/maps/contrib/102244606614034217046,https://lh3.googleusercontent.com/p/AF1QipPcKkywcAgssMiQVkwIZOe8dLbmk0S2tLO-C69M=s1024,Mediterranean restaurant,"Mediterranean restaurant, Bar","12-4 pm, 7 pm-12 am",,Open All Days,"16, Wood St, near Karnataka Bank, Ashok Nagar, Bengaluru, Karnataka 560025","romantic, ambience, brunch, lighting, fine dining, valet parking, mushroom ravioli, non vegetarian, dress code, crab cakes",https://www.google.com/maps/place/Olive+Beach/data=!4m7!3m6!1s0x3bae142aad557cd3:0xe6e1a61c52c08c7d!8m2!3d12.966892!4d77.6080844!16s%2Fg%2F1tdk__ng!19sChIJ03xVrSoUrjsRfYzAUhym4eY?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJU2aoTH8WrjsRkRnJ0O58Qgc,Konark Vegetarian Restaurant,Clean lines define this contemporary vegetarian restaurant serving Indian & Chinese dishes.,,14850,4.2,"Name: MTR
Link: https://www.google.com/maps/search/MTR/@12.9722189,77.60105449999999?authuser=0&hl=en&entry=ttu
Reviews: 9141 reviews

Name: Konark Kanteerava
Link: https://www.google.com/maps/search/Konark+Kanteerava/@12.9701331,77.59220499999999?authuser=0&hl=en&entry=ttu
Reviews: 7712 reviews

Name: Green Theory
Link: https://www.google.com/maps/search/Green+Theory/@12.9683175,77.6027904?authuser=0&hl=en&entry=ttu
Reviews: 5738 reviews

Name: The Chariot Pure Vegetarian
Link: https://www.google.com/maps/search/The+Chariot+Pure+Vegetarian/@12.971979900000001,77.6065548?authuser=0&hl=en&entry=ttu
Reviews: 1223 reviews

Name: Konark Vegetarian Restaurant, JP Nagar Branch
Link: https://www.google.com/maps/search/Konark+Vegetarian+Restaurant%2C+JP+Nagar+Branch/@12.9162915,77.5922873?authuser=0&hl=en&entry=ttu
Reviews: 132 reviews",https://konarkrestaurant.com/,096117 74705,,Konark Vegetarian Restaurant (Owner),https://www.google.com/maps/contrib/107732127524843202374,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq4nubIpVhSjezO7RLfD0sMLY5dHOpCXk8Fe8hAy6cmHenvVGbi7Kxv8gYbID5sQBZFZnIVqtQ-ZsW0fedd_ZrKwTx8prkdf8v4TH8ui1QRLu-fDzrPT8k-Qi9Wi3G1F2GUPYiLrLvQOO97=s1024,South Indian restaurant,"South Indian restaurant, Breakfast restaurant, Chinese restaurant, Fast food restaurant, Italian restaurant, North Indian restaurant, Vegetarian restaurant",10 am-10:30 pm,,Open All Days,"After Ritz Carlton Hotel, No. 50, Field Marshal Cariappa Rd, Ashok Nagar, Bengaluru, Karnataka 560025","buffet, candle, parking space, nice veg restaurant, sizzling brownie, CBD, chinese bhel, basundi, cubbon park, central business district",https://www.google.com/maps/place/Konark+Vegetarian+Restaurant/data=!4m7!3m6!1s0x3bae167f4ca86653:0x7427ceed0c91991!8m2!3d12.9688386!4d77.6021661!16s%2Fg%2F1tnk_vnw!19sChIJU2aoTH8WrjsRkRnJ0O58Qgc?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJf2-y-BwVrjsR0G-Ts_6cAVs,Bengaluru Restaurant,At Bengaluru Restaurant we offer quality services that go a long way to ensuring that your requirements are well met. We have experienced and trained professionals who have the relevant technical knowledge on the subject matter. Our customer service goes above and beyond - and our reviews show that you can trust us. Feel free to get in touch anytime to discuss further.,,472,4.8,"Name: The Bangalore Cafe
Link: https://www.google.com/maps/search/The+Bangalore+Cafe/@12.9615596,77.59469659999999?authuser=0&hl=en&entry=ttu
Reviews: 11263 reviews

Name: Punjabi Pure Veg Restaurant(since 1994)
Link: https://www.google.com/maps/search/Punjabi+Pure+Veg+Restaurant(since+1994)/@12.9708623,77.574191?authuser=0&hl=en&entry=ttu
Reviews: 2653 reviews

Name: Pai Vihar Grand Restaurant
Link: https://www.google.com/maps/search/Pai+Vihar+Grand+Restaurant/@12.965838600000001,77.586051?authuser=0&hl=en&entry=ttu
Reviews: 1507 reviews

Name: CLAY RESTO @Bangalore Gate Hotel
Link: https://www.google.com/maps/search/CLAY+RESTO+%40Bangalore+Gate+Hotel/@12.973732,77.5792069?authuser=0&hl=en&entry=ttu
Reviews: 762 reviews",https://restaurant-bengaluru.ueniweb.com/?utm_campaign=gmb,,,Bengaluru Restaurant (Owner),https://www.google.com/maps/contrib/101696775370601896621,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrdW5raV8BKZijhDquiRyxHPuyc9A8cMSnIQ8ZCyZLV8z3lFhyqP-VYAlK_HBB3mqr3IICP6kLBKSP1J88UDdx7IygZfjdpr-UsrgFZPS9WjMkFU_yBghgHazNmn0zqfNSY88ypI9Ka9CiS=s1024,Indian restaurant,Indian restaurant,12 am-11:57 pm,,Open All Days,"Ganigara, C, Gurkar Ramanayak Ln, Bengaluru, Karnataka 560002","south indian food, environment, food and service, good service, hygiene, fresh foods, north, varieties, quality service, roof",https://www.google.com/maps/place/Bengaluru+Restaurant/data=!4m7!3m6!1s0x3bae151cf8b26f7f:0x5b019cfeb3936fd0!8m2!3d12.9665998!4d77.5831707!16s%2Fg%2F11jfpvdqkj!19sChIJf2-y-BwVrjsR0G-Ts_6cAVs?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJJxHGZmM_rjsRwp0jvI8NosM,Grand Oven Restaurant - Bangalore,"At Grand Oven Restaurant, we bring you a rich blend of flavors, tradition, and comfort under one roof. Located in Jnana Jyothi Nagar, near Bangalore University, we are known for serving a wide variety of North Indian, South Indian, Arabian, Chinese, and Tandoori dishes that satisfy every craving. Whether you're in the mood for biryani, BBQ, shawarma, or something sweet, our chefs craft every dish with passion and premium ingredients. With a warm ambience, quick service, and a menu that suits all tastes, Grand Oven is your go-to (GO) place for food that feels like home. Dine in, take away, or order to your doorstep - GO where the flavor lives!",,99,4.4,,https://grandovenrestaurant.com/,,,Grand Oven Restaurant - Bangalore (Owner),https://www.google.com/maps/contrib/116883334935057589837,https://lh3.googleusercontent.com/p/AF1QipO7mcQZqRS4frPYSX2clvrRmr9cPSEdfAdRrTFA=s1024,Restaurant,Restaurant,11:30 am-1 am,,Open All Days,"16, Ullal Main Rd, Jnananjyothinagar, Muneshwaranagar, Jnana Ganga Nagar, Bengaluru, Karnataka 560056","biryani, fried chicken, hotel, quantity, price, shawarma, juice",https://www.google.com/maps/place/Grand+Oven+Restaurant+-+Bangalore/data=!4m7!3m6!1s0x3bae3f6366c61127:0xc3a20d8fbc239dc2!8m2!3d12.9518609!4d77.4991811!16s%2Fg%2F11xkwznw3p!19sChIJJxHGZmM_rjsRwp0jvI8NosM?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJaVhAdys9rjsR4w1xojHJP54,HALLI SAVI FAMILY RESTAURANT,,,718,3.9,"Name: Sharief Bhai Biryani Nagarbhavi (Shawarma Happy Hours Deal)
Link: https://www.google.com/maps/search/Sharief+Bhai+Biryani+Nagarbhavi+(Shawarma+Happy+Hours+Deal)/@12.9722513,77.5081924?authuser=0&hl=en&entry=ttu
Reviews: 1090 reviews

Name: AATHITHYA
Link: https://www.google.com/maps/search/AATHITHYA/@12.97026,77.4943253?authuser=0&hl=en&entry=ttu
Reviews: 578 reviews

Name: Bhasky's Kitchens
Link: https://www.google.com/maps/search/Bhasky's+Kitchens/@12.9619339,77.504676?authuser=0&hl=en&entry=ttu
Reviews: 8 reviews

Name: Halli Oota (hlllli uutt)
Link: https://www.google.com/maps/search/Halli+Oota+(%E0%B2%B9%E0%B2%B3%E0%B3%8D%E0%B2%B3%E0%B2%BF+%E0%B2%8A%E0%B2%9F)/@12.9668353,77.5041261?authuser=0&hl=en&entry=ttu
Reviews: 7 reviews",,098456 39355,,HALLI SAVI FAMILY RESTAURANT (Owner),https://www.google.com/maps/contrib/108058555725012353188,https://lh3.googleusercontent.com/p/AF1QipPe_cqOuChKtlcQ8BYq5EXY-HPVhlglkZM8jDnQ=s1024,Biryani restaurant,Biryani restaurant,12:30-11 pm,,Monday,"natak center, #19 paapareddy palya aaladamara bus stop opposite near khanwa, Nagarbhavi 2nd Stage, Bengaluru, Karnataka 560072","price, mutton biryani, non veg, ragi mudde, kabab, review, chicken fry, mutton kurma, banana leaf, youtubers",https://www.google.com/maps/place/HALLI+SAVI+FAMILY+RESTAURANT/data=!4m7!3m6!1s0x3bae3d2b77405869:0x9e3fc931a2710de3!8m2!3d12.975132!4d77.5096638!16s%2Fg%2F11rsfr364t!19sChIJaVhAdys9rjsR4w1xojHJP54?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJt7ttsn0-rjsRk4aMvW_Zh_w,Roti Park,Enjoy,,3305,3.7,"Name: Kuteera Park Land Restaurant
Link: https://www.google.com/maps/search/Kuteera+Park+Land+Restaurant/@12.9459528,77.4962075?authuser=0&hl=en&entry=ttu
Reviews: 4702 reviews

Name: Roti Land family Dhaba
Link: https://www.google.com/maps/search/Roti+Land+family+Dhaba/@12.9326783,77.4906831?authuser=0&hl=en&entry=ttu
Reviews: 791 reviews

Name: Roti Land Dhaba
Link: https://www.google.com/maps/search/Roti+Land+Dhaba/@12.9327645,77.5456323?authuser=0&hl=en&entry=ttu
Reviews: 642 reviews

Name: The Roti
Link: https://www.google.com/maps/search/The+Roti/@12.948129600000001,77.54220260000001?authuser=0&hl=en&entry=ttu
Reviews: 17 reviews",,090353 38818,,Roti Park (Owner),https://www.google.com/maps/contrib/117857422183377125925,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npZo3V_GdNcL6fGV3S94-_1z8zcBLKtB1nnjV7XUYBPHRG7bWzG2B-ke9m9KAF7mLQTjYcg2sgzMFtp9tOrLrLK1u-0XqXN7NLYUByr2LsDQ-I4bl7XxtGx0lgNWXDPB7GSP79A=s1024,North Indian restaurant,"North Indian restaurant, Chinese restaurant, Dhaba, Indian restaurant",11 am-11 pm,,Open All Days,"2817, Gnana Bharathi Main Rd, Teachers Colony, Chandra Layout, Bengaluru, Karnataka 560072","party, liquor, college, boys, crowd, huts, students, rabbit, privacy, boozing",https://www.google.com/maps/place/Roti+Park/data=!4m7!3m6!1s0x3bae3e7db26dbbb7:0xfc87d96fbd8c8693!8m2!3d12.9562622!4d77.5184064!16s%2Fg%2F11c2j8bjpc!19sChIJt7ttsn0-rjsRk4aMvW_Zh_w?authuser=0&hl=en&rclk=1,resturants in bangalore
ChIJY-1hrqI-rjsRhAqq07rzvKk,Copper Chimney,,,631,4.2,"Name: Copper Kitchen Restaurant
Link: https://www.google.com/maps/search/Copper+Kitchen+Restaurant/@12.9150521,77.63214479999999?authuser=0&hl=en&entry=ttu
Reviews: 5227 reviews

Name: Sri Krishna Aramane Veg Restaurant and Party Hall
Link: https://www.google.com/maps/search/Sri+Krishna+Aramane+Veg+Restaurant+and+Party+Hall/@12.9501201,77.4879711?authuser=0&hl=en&entry=ttu
Reviews: 2955 reviews

Name: Apoorva Sagar Veg
Link: https://www.google.com/maps/search/Apoorva+Sagar+Veg/@12.951536599999999,77.49238849999999?authuser=0&hl=en&entry=ttu
Reviews: 408 reviews

Name: HVR VEG
Link: https://www.google.com/maps/search/HVR+VEG/@12.9517197,77.4967346?authuser=0&hl=en&entry=ttu
Reviews: 299 reviews

Name: Copper Chimney - North Indian Food takeaway Near HSR Layout (Bengaluru)
Link: https://www.google.com/maps/search/Copper+Chimney+-+North+Indian+Food+takeaway+Near+HSR+Layout+(Bengaluru)/@12.9162618,77.6379967?authuser=0&hl=en&entry=ttu
Reviews: 102 reviews",https://www.copperchimney.in/white.php,070221 51356,1,Copper Chimney (Owner),,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nossTYNhkhQ8vok35faTK2K75cyYKs7mCzc14wcHzjD2dZc1RtU5lAVDNadcMdIuaOeO9Rl1nhVhB4OODy5UiUzq912lqP1Fq3Tk8zby2viOyVM9ASVOGcSSmQzuorZQ7SeM7E=s1024,North Indian restaurant,"North Indian restaurant, Chinese restaurant, Restaurant, Vegetarian restaurant",4-10:30 pm,,Open All Days,"Ullal Village Main Rd, Annapurneshwari Layout, Jnananjyothinagar, Railway Layout, Jnana Ganga Nagar, Bengaluru, Karnataka 560056","price, chinese food, budget, manchurian, average, area, mushroom, kaju, super food, roti curry",https://www.google.com/maps/place/Copper+Chimney/data=!4m7!3m6!1s0x3bae3ea2ae61ed63:0xa9bcf3bad3aa0a84!8m2!3d12.9513174!4d77.4923836!16s%2Fg%2F1pycnqrz_!19sChIJY-1hrqI-rjsRhAqq07rzvKk?authuser=0&hl=en&rclk=1,resturants in bangalore
